date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
22/03/24,Norway,Czech Republic,1,2,Friendly,Oslo,Norway,FALSE
22/03/24,Peru,Nicaragua,2,0,Friendly,Lima,Peru,FALSE
22/03/24,Romania,Northern Ireland,1,1,Friendly,Bucharest,Romania,FALSE
22/03/24,Senegal,Gabon,3,0,Friendly,Amiens,France,TRUE
22/03/24,Spain,Colombia,0,1,Friendly,London,England,TRUE
22/03/24,Chad,Mauritius,1,0,African Cup of Nations qualification,Yaoundé,Cameroon,TRUE
22/03/24,São Tomé and Príncipe,South Sudan,1,1,African Cup of Nations qualification,Berkane,Morocco,TRUE
23/03/24,Tunisia,Croatia,0,0,FIFA Series,Cairo,Egypt,TRUE
23/03/24,Canada,Trinidad and Tobago,2,0,Copa América qualification,Frisco,United States,TRUE
23/03/24,Costa Rica,Honduras,3,1,Copa América qualification,Frisco,United States,TRUE
23/03/24,Denmark,Switzerland,0,0,Friendly,Copenhagen,Denmark,FALSE
23/03/24,Dominican Republic,Aruba,2,0,Friendly,Santiago de los Caballeros,Dominican Republic,FALSE
23/03/24,England,Brazil,0,1,Friendly,London,England,FALSE
23/03/24,France,Germany,0,2,Friendly,Lyon,France,FALSE
23/03/24,Ivory Coast,Benin,2,2,Friendly,Amiens,France,TRUE
23/03/24,Republic of Ireland,Belgium,0,0,Friendly,Dublin,Republic of Ireland,FALSE
23/03/24,Slovakia,Austria,0,2,Friendly,Bratislava,Slovakia,FALSE
23/03/24,Samoa,Cook Islands,1,0,Oceania Nations Cup qualification,Nuku'alofa,Tonga,TRUE
24/03/24,Jamaica,Panama,1,0,CONCACAF Nations League,Arlington,United States,TRUE
24/03/24,United States,Mexico,2,0,CONCACAF Nations League,Arlington,United States,FALSE
24/03/24,Belize,Puerto Rico,3,0,Friendly,Belmopan,Belize,FALSE
24/03/24,Ecuador,Italy,0,2,Friendly,Harrison,United States,TRUE
24/03/24,Ethiopia,Lesotho,2,1,Friendly,Addis Ababa,Ethiopia,FALSE
24/03/24,Guatemala,Venezuela,0,0,Friendly,Houston,United States,TRUE
24/03/24,San Marino,Saint Kitts and Nevis,0,0,Friendly,Serravalle,San Marino,FALSE
24/03/24,Suriname,Martinique,1,1,Friendly,Almere,Netherlands,TRUE
25/03/24,Bolivia,Andorra,1,0,FIFA Series,Annaba,Algeria,TRUE
25/03/24,Azerbaijan,Bulgaria,1,1,FIFA Series,Baku,Azerbaijan,FALSE
25/03/24,Tanzania,Mongolia,3,0,FIFA Series,Baku,Azerbaijan,TRUE
25/03/24,Cape Verde,Equatorial Guinea,1,0,FIFA Series,Jeddah,Saudi Arabia,TRUE
25/03/24,Bermuda,Guinea,1,5,FIFA Series,Jeddah,Saudi Arabia,TRUE
25/03/24,Central African Republic,Papua New Guinea,4,0,FIFA Series,Colombo,Sri Lanka,TRUE
25/03/24,Sri Lanka,Bhutan,2,0,FIFA Series,Colombo,Sri Lanka,FALSE
25/03/24,Comoros,Angola,0,0,Friendly,Marrakech,Morocco,TRUE
25/03/24,Cyprus,Serbia,0,1,Friendly,Larnaca,Cyprus,FALSE
25/03/24,Gabon,Congo,1,1,Friendly,Chambly,France,TRUE
25/03/24,Montenegro,North Macedonia,1,0,Friendly,Antalya,Turkey,TRUE
25/03/24,Sweden,Albania,1,0,Friendly,Stockholm,Sweden,FALSE
26/03/24,Algeria,South Africa,3,3,FIFA Series,Algiers,Algeria,FALSE
26/03/24,Egypt,Croatia,2,4,FIFA Series,Cairo,Egypt,FALSE
26/03/24,New Zealand,Tunisia,0,0,FIFA Series,Cairo,Egypt,TRUE
26/03/24,Cambodia,Guyana,1,4,FIFA Series,Jeddah,Saudi Arabia,TRUE
26/03/24,Brunei,Vanuatu,3,2,FIFA Series,Jeddah,Saudi Arabia,TRUE
26/03/24,Lithuania,Gibraltar,1,0,UEFA Nations League,Kaunas,Lithuania,FALSE
26/03/24,Wales,Poland,0,0,UEFA Euro qualification,Cardiff,Wales,FALSE
26/03/24,Ukraine,Iceland,2,1,UEFA Euro qualification,Wrocław,Poland,TRUE
26/03/24,Georgia,Greece,0,0,UEFA Euro qualification,Tbilisi,Georgia,FALSE
26/03/24,India,Afghanistan,1,2,FIFA World Cup qualification,Guwahati,India,FALSE
26/03/24,Kuwait,Qatar,1,2,FIFA World Cup qualification,Al Farwaniyah,Kuwait,FALSE
26/03/24,Syria,Myanmar,7,0,FIFA World Cup qualification,Dammam,Saudi Arabia,TRUE
26/03/24,Thailand,South Korea,0,3,FIFA World Cup qualification,Bangkok,Thailand,FALSE
26/03/24,China PR,Singapore,4,1,FIFA World Cup qualification,Tianjin,China PR,FALSE
26/03/24,Kyrgyzstan,Taiwan,5,1,FIFA World Cup qualification,Bishkek,Kyrgyzstan,FALSE
26/03/24,Malaysia,Oman,0,2,FIFA World Cup qualification,Kuala Lumpur,Malaysia,FALSE
26/03/24,Uzbekistan,Hong Kong,3,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
26/03/24,Turkmenistan,Iran,0,1,FIFA World Cup qualification,Ashgabat,Turkmenistan,FALSE
26/03/24,Philippines,Iraq,0,5,FIFA World Cup qualification,Manila,Philippines,FALSE
26/03/24,Vietnam,Indonesia,0,3,FIFA World Cup qualification,Hanoi,Vietnam,FALSE
26/03/24,Tajikistan,Saudi Arabia,1,1,FIFA World Cup qualification,Dushanbe,Tajikistan,FALSE
26/03/24,Jordan,Pakistan,7,0,FIFA World Cup qualification,Amman,Jordan,FALSE
26/03/24,Bahrain,Nepal,3,0,FIFA World Cup qualification,Riffa,Bahrain,FALSE
26/03/24,Yemen,United Arab Emirates,0,3,FIFA World Cup qualification,Khobar,Saudi Arabia,TRUE
26/03/24,Bangladesh,Palestine,0,1,FIFA World Cup qualification,Dhaka,Bangladesh,FALSE
26/03/24,Australia,Lebanon,5,0,FIFA World Cup qualification,Canberra,Australia,FALSE
26/03/24,British Virgin Islands,United States Virgin Islands,0,0,FIFA World Cup qualification,Road Town,British Virgin Islands,FALSE
26/03/24,Turks and Caicos Islands,Anguilla,1,1,FIFA World Cup qualification,Providenciales,Turks and Caicos Islands,FALSE
26/03/24,Argentina,Costa Rica,3,1,Friendly,Los Angeles,United States,TRUE
26/03/24,Austria,Turkey,6,1,Friendly,Vienna,Austria,FALSE
26/03/24,Colombia,Romania,3,2,Friendly,Madrid,Spain,TRUE
26/03/24,Czech Republic,Armenia,2,1,Friendly,Prague,Czech Republic,FALSE
26/03/24,Denmark,Faroe Islands,2,0,Friendly,Brondbyvester,Denmark,FALSE
26/03/24,El Salvador,Honduras,1,1,Friendly,Los Angeles,United States,TRUE
26/03/24,England,Belgium,2,2,Friendly,London,England,FALSE
26/03/24,France,Chile,3,2,Friendly,Marseille,France,FALSE
26/03/24,Germany,Netherlands,2,1,Friendly,Frankfurt,Germany,FALSE
26/03/24,Hungary,Kosovo,2,0,Friendly,Budapest,Hungary,FALSE
26/03/24,Ivory Coast,Uruguay,2,1,Friendly,Lens,France,TRUE
26/03/24,Latvia,Liechtenstein,1,1,Friendly,Larnaca,Cyprus,TRUE
26/03/24,Malta,Belarus,0,0,Friendly,Ta' Qali,Malta,FALSE
26/03/24,Morocco,Mauritania,0,0,Friendly,Agadir,Morocco,FALSE
26/03/24,Nicaragua,Cuba,0,1,Friendly,Managua,Nicaragua,FALSE
26/03/24,Norway,Slovakia,1,1,Friendly,Oslo,Norway,FALSE
26/03/24,Peru,Dominican Republic,4,1,Friendly,Lima,Peru,FALSE
26/03/24,Republic of Ireland,Switzerland,0,1,Friendly,Dublin,Republic of Ireland,FALSE
26/03/24,Scotland,Northern Ireland,0,1,Friendly,Glasgow,Scotland,FALSE
26/03/24,Senegal,Benin,1,0,Friendly,Amiens,France,TRUE
26/03/24,Slovenia,Portugal,2,0,Friendly,Ljubljana,Slovenia,FALSE
26/03/24,Spain,Brazil,3,3,Friendly,Madrid,Spain,FALSE
26/03/24,Finland,Estonia,2,1,Friendly,Helsinki,Finland,FALSE
26/03/24,Liberia,Djibouti,0,0,African Cup of Nations qualification,Monrovia,Liberia,FALSE
26/03/24,Eswatini,Somalia,2,2,African Cup of Nations qualification,Mbombela,South Africa,TRUE
26/03/24,Mauritius,Chad,1,2,African Cup of Nations qualification,Saint Pierre,Mauritius,FALSE
26/03/24,South Sudan,São Tomé and Príncipe,0,0,African Cup of Nations qualification,Berkane,Morocco,TRUE
26/03/24,Tonga,Cook Islands,0,1,Oceania Nations Cup qualification,Nuku'alofa,Tonga,FALSE
06/04/24,Northern Mariana Islands,Guam,2,2,Marianas Cup,Koblerville,Northern Mariana Islands,FALSE
07/04/24,Northern Mariana Islands,Guam,2,1,Marianas Cup,Koblerville,Northern Mariana Islands,FALSE
14/04/24,Trinidad and Tobago,Guyana,2,1,Friendly,Port of Spain,Trinidad and Tobago,FALSE
16/04/24,Trinidad and Tobago,Guyana,2,0,Friendly,Port of Spain,Trinidad and Tobago,FALSE
26/04/24,Grenada,Saint Vincent and the Grenadines,0,3,Friendly,Carriacou,Grenada,FALSE
26/04/24,Guatemala,Nicaragua,1,1,Friendly,San Jose,United States,TRUE
31/05/24,Bolivia,Mexico,0,1,Friendly,Chicago,United States,TRUE
31/05/24,Costa Rica,Uruguay,0,0,Friendly,San José,Costa Rica,FALSE
01/06/24,Greenland,Turkmenistan,0,5,Friendly,Antalya,Turkey,TRUE
02/06/24,Indonesia,Tanzania,0,0,Friendly,Jakarta,Indonesia,FALSE
03/06/24,Albania,Liechtenstein,3,0,Friendly,Szombathely,Hungary,TRUE
03/06/24,Croatia,North Macedonia,3,0,Friendly,Rijeka,Croatia,FALSE
03/06/24,England,Bosnia and Herzegovina,3,0,Friendly,Newcastle,England,FALSE
03/06/24,Germany,Ukraine,0,0,Friendly,Nuremberg,Germany,FALSE
03/06/24,Gibraltar,Scotland,0,2,Friendly,Faro-Loulé,Portugal,TRUE
04/06/24,Austria,Serbia,2,1,Friendly,Vienna,Austria,FALSE
04/06/24,Italy,Turkey,0,0,Friendly,Bologna,Italy,FALSE
04/06/24,Portugal,Finland,4,2,Friendly,Lisbon,Portugal,FALSE
04/06/24,Republic of Ireland,Hungary,2,1,Friendly,Dublin,Republic of Ireland,FALSE
04/06/24,Romania,Bulgaria,0,0,Friendly,Bucharest,Romania,FALSE
04/06/24,Slovenia,Armenia,2,1,Friendly,Ljubljana,Slovenia,FALSE
04/06/24,Switzerland,Estonia,4,0,Friendly,Lucerne,Switzerland,FALSE
05/06/24,Belgium,Montenegro,2,0,Friendly,Brussels,Belgium,FALSE
05/06/24,Denmark,Sweden,2,1,Friendly,Copenhagen,Denmark,FALSE
05/06/24,France,Luxembourg,3,0,Friendly,Metz,France,FALSE
05/06/24,Mexico,Uruguay,0,4,Friendly,Denver,United States,TRUE
05/06/24,Norway,Kosovo,3,0,Friendly,Oslo,Norway,FALSE
05/06/24,San Marino,Slovakia,0,4,Friendly,Wiener Neustadt,Austria,TRUE
05/06/24,Spain,Andorra,5,0,Friendly,Badajoz,Spain,FALSE
05/06/24,Sierra Leone,Djibouti,2,1,FIFA World Cup qualification,El Jadida,Morocco,TRUE
05/06/24,Togo,South Sudan,1,1,FIFA World Cup qualification,Lomé,Togo,FALSE
05/06/24,Namibia,Liberia,1,1,FIFA World Cup qualification,Johannesburg,South Africa,TRUE
05/06/24,Tunisia,Equatorial Guinea,1,0,FIFA World Cup qualification,Radès,Tunisia,FALSE
05/06/24,Central African Republic,Chad,1,0,FIFA World Cup qualification,Oujda,Morocco,TRUE
05/06/24,Antigua and Barbuda,Bermuda,1,1,FIFA World Cup qualification,Piggotts,Antigua and Barbuda,FALSE
05/06/24,Trinidad and Tobago,Grenada,2,2,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,FALSE
05/06/24,Curaçao,Barbados,4,1,FIFA World Cup qualification,Willemstad,Curaçao,FALSE
05/06/24,Nicaragua,Montserrat,4,1,FIFA World Cup qualification,Managua,Nicaragua,FALSE
05/06/24,Guatemala,Dominica,6,0,FIFA World Cup qualification,Guatemala City,Guatemala,FALSE
05/06/24,Suriname,Saint Vincent and the Grenadines,4,1,FIFA World Cup qualification,Paramaribo,Suriname,FALSE
06/06/24,Gibraltar,Wales,0,0,Friendly,Faro-Loulé,Portugal,TRUE
06/06/24,Netherlands,Canada,4,0,Friendly,Rotterdam,Netherlands,FALSE
06/06/24,Guinea-Bissau,Ethiopia,0,0,FIFA World Cup qualification,Bissau,Guinea-Bissau,FALSE
06/06/24,Egypt,Burkina Faso,2,1,FIFA World Cup qualification,Cairo,Egypt,FALSE
06/06/24,Mauritania,Sudan,0,2,FIFA World Cup qualification,Nouakchott,Mauritania,FALSE
06/06/24,Senegal,DR Congo,1,1,FIFA World Cup qualification,Diamniadio,Senegal,FALSE
06/06/24,Benin,Rwanda,1,0,FIFA World Cup qualification,Abidjan,Ivory Coast,TRUE
06/06/24,Libya,Mauritius,2,1,FIFA World Cup qualification,Benghazi,Libya,FALSE
06/06/24,Algeria,Guinea,1,2,FIFA World Cup qualification,Algiers,Algeria,FALSE
06/06/24,Malawi,São Tomé and Príncipe,3,1,FIFA World Cup qualification,Lilongwe,Malawi,FALSE
06/06/24,Mali,Ghana,1,2,FIFA World Cup qualification,Bamako,Mali,FALSE
06/06/24,Afghanistan,Qatar,0,0,FIFA World Cup qualification,Al Hofuf,Saudi Arabia,TRUE
06/06/24,India,Kuwait,0,0,FIFA World Cup qualification,Kolkota,India,FALSE
06/06/24,Myanmar,Japan,0,5,FIFA World Cup qualification,Yangon,Myanmar,FALSE
06/06/24,North Korea,Syria,1,0,FIFA World Cup qualification,Vientiane,Laos,TRUE
06/06/24,China PR,Thailand,1,1,FIFA World Cup qualification,Shenyang,China PR,FALSE
06/06/24,Singapore,South Korea,0,7,FIFA World Cup qualification,Kallang,Singapore,FALSE
06/06/24,Taiwan,Oman,0,3,FIFA World Cup qualification,Taipei,Taiwan,FALSE
06/06/24,Kyrgyzstan,Malaysia,1,1,FIFA World Cup qualification,Bishkek,Kyrgyzstan,FALSE
06/06/24,Uzbekistan,Turkmenistan,3,1,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
06/06/24,Hong Kong,Iran,2,4,FIFA World Cup qualification,Hong Kong,Hong Kong,FALSE
06/06/24,Indonesia,Iraq,0,2,FIFA World Cup qualification,Jakarta,Indonesia,FALSE
06/06/24,Vietnam,Philippines,3,2,FIFA World Cup qualification,Hanoi,Vietnam,FALSE
06/06/24,Jordan,Tajikistan,3,0,FIFA World Cup qualification,Amman,Jordan,FALSE
06/06/24,Pakistan,Saudi Arabia,0,3,FIFA World Cup qualification,Islamabad,Pakistan,FALSE
06/06/24,Nepal,United Arab Emirates,0,4,FIFA World Cup qualification,Dammam,Saudi Arabia,TRUE
06/06/24,Bahrain,Yemen,0,0,FIFA World Cup qualification,Riffa,Bahrain,FALSE
06/06/24,Bangladesh,Australia,0,2,FIFA World Cup qualification,Dhaka,Bangladesh,FALSE
06/06/24,Palestine,Lebanon,0,0,FIFA World Cup qualification,Doha,Qatar,TRUE
06/06/24,Honduras,Cuba,3,1,FIFA World Cup qualification,Tegucigalpa,Honduras,FALSE
06/06/24,Costa Rica,Saint Kitts and Nevis,4,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
06/06/24,Haiti,Saint Lucia,2,1,FIFA World Cup qualification,Bridgetown,Barbados,TRUE
06/06/24,Panama,Guyana,2,0,FIFA World Cup qualification,Panama City,Panama,FALSE
06/06/24,Jamaica,Dominican Republic,1,0,FIFA World Cup qualification,Kingston,Jamaica,FALSE
06/06/24,El Salvador,Puerto Rico,0,0,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
07/06/24,Albania,Azerbaijan,3,1,Friendly,Szombathely,Hungary,TRUE
07/06/24,Armenia,Kazakhstan,2,1,Friendly,Yerevan,Armenia,FALSE
07/06/24,Belarus,Russia,0,4,Friendly,Minsk,Belarus,FALSE
07/06/24,Cambodia,Mongolia,2,0,Friendly,Phnom Penh,Cambodia,FALSE
07/06/24,Czech Republic,Malta,7,1,Friendly,Grödig,Austria,TRUE
07/06/24,England,Iceland,0,1,Friendly,London,England,FALSE
07/06/24,Germany,Greece,2,1,Friendly,Mönchengladbach,Germany,FALSE
07/06/24,Peru,Paraguay,0,0,Friendly,Lima,Peru,FALSE
07/06/24,Poland,Ukraine,3,1,Friendly,Warsaw,Poland,FALSE
07/06/24,Romania,Liechtenstein,0,0,Friendly,Bucharest,Romania,FALSE
07/06/24,Scotland,Finland,2,2,Friendly,Glasgow,Scotland,FALSE
07/06/24,Zimbabwe,Lesotho,0,2,FIFA World Cup qualification,Johannesburg,South Africa,TRUE
07/06/24,Nigeria,South Africa,1,1,FIFA World Cup qualification,Uyo,Nigeria,FALSE
07/06/24,Angola,Eswatini,1,0,FIFA World Cup qualification,Luanda,Angola,FALSE
07/06/24,Morocco,Zambia,2,1,FIFA World Cup qualification,Agadir,Morocco,FALSE
07/06/24,Kenya,Burundi,1,1,FIFA World Cup qualification,Lilongwe,Malawi,TRUE
07/06/24,Ivory Coast,Gabon,1,0,FIFA World Cup qualification,Korhogo,Ivory Coast,FALSE
07/06/24,Mozambique,Somalia,2,1,FIFA World Cup qualification,Maputo,Mozambique,FALSE
07/06/24,Uganda,Botswana,1,0,FIFA World Cup qualification,Kira,Uganda,FALSE
07/06/24,Madagascar,Comoros,2,1,FIFA World Cup qualification,Johannesburg,South Africa,TRUE
08/06/24,Brunei,Sri Lanka,1,0,Friendly,Bandar Seri Begawan,Brunei,FALSE
08/06/24,Latvia,Lithuania,0,2,Baltic Cup,Liepāja,Latvia,FALSE
08/06/24,Estonia,Faroe Islands,4,1,Baltic Cup,Tallinn,Estonia,FALSE
08/06/24,Belgium,Luxembourg,3,0,Friendly,Brussels,Belgium,FALSE
08/06/24,Denmark,Norway,3,1,Friendly,Brondbyvester,Denmark,FALSE
08/06/24,Hungary,Israel,3,0,Friendly,Debrecen,Hungary,FALSE
08/06/24,Mexico,Brazil,2,3,Friendly,College Station,United States,TRUE
08/06/24,Moldova,Cyprus,3,2,Friendly,Chișinău,Moldova,FALSE
08/06/24,Portugal,Croatia,1,2,Friendly,Oeiras,Portugal,FALSE
08/06/24,Slovenia,Bulgaria,1,1,Friendly,Ljubljana,Slovenia,FALSE
08/06/24,Spain,Northern Ireland,5,1,Friendly,Mallorca,Spain,FALSE
08/06/24,Sweden,Serbia,0,3,Friendly,Stockholm,Sweden,FALSE
08/06/24,Switzerland,Austria,1,1,Friendly,St. Gallen,Switzerland,FALSE
08/06/24,United States,Colombia,1,5,Friendly,Landover,United States,FALSE
08/06/24,Cameroon,Cape Verde,4,1,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE
08/06/24,Gambia,Seychelles,5,1,FIFA World Cup qualification,Berkane,Morocco,TRUE
08/06/24,Cayman Islands,Antigua and Barbuda,1,0,FIFA World Cup qualification,George Town,Cayman Islands,FALSE
08/06/24,Bahamas,Trinidad and Tobago,1,7,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,TRUE
08/06/24,Aruba,Curaçao,0,2,FIFA World Cup qualification,Oranjestad,Aruba,FALSE
08/06/24,Belize,Nicaragua,0,4,FIFA World Cup qualification,Belmopan,Belize,FALSE
08/06/24,British Virgin Islands,Guatemala,0,3,FIFA World Cup qualification,Road Town,British Virgin Islands,FALSE
08/06/24,Anguilla,Suriname,0,4,FIFA World Cup qualification,The Valley,Anguilla,FALSE
09/06/24,Argentina,Ecuador,1,0,Friendly,Chicago,United States,TRUE
09/06/24,France,Canada,0,0,Friendly,Bordeaux,France,FALSE
09/06/24,Italy,Bosnia and Herzegovina,1,0,Friendly,Empoli,Italy,FALSE
09/06/24,Montenegro,Georgia,1,3,Friendly,Podgorica,Montenegro,FALSE
09/06/24,Slovakia,Wales,4,0,Friendly,Trnava,Slovakia,FALSE
09/06/24,Djibouti,Ethiopia,1,1,FIFA World Cup qualification,El Jadida,Morocco,TRUE
09/06/24,Mauritania,Senegal,0,1,FIFA World Cup qualification,Nouakchott,Mauritania,FALSE
09/06/24,DR Congo,Togo,1,0,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE
09/06/24,São Tomé and Príncipe,Liberia,0,1,FIFA World Cup qualification,Oujda,Morocco,TRUE
09/06/24,Namibia,Tunisia,0,0,FIFA World Cup qualification,Johannesburg,South Africa,TRUE
09/06/24,Bermuda,Honduras,1,6,FIFA World Cup qualification,Hamilton,Bermuda,FALSE
09/06/24,Grenada,Costa Rica,0,3,FIFA World Cup qualification,St. George's,Grenada,FALSE
09/06/24,Barbados,Haiti,1,3,FIFA World Cup qualification,Bridgetown,Barbados,FALSE
09/06/24,Montserrat,Panama,1,3,FIFA World Cup qualification,Managua,Nicaragua,TRUE
09/06/24,Dominica,Jamaica,2,3,FIFA World Cup qualification,Roseau,Dominica,FALSE
09/06/24,Saint Vincent and the Grenadines,El Salvador,1,3,FIFA World Cup qualification,Paramaribo,Suriname,TRUE
10/06/24,Czech Republic,North Macedonia,2,1,Friendly,Hradec Králové,Czech Republic,FALSE
10/06/24,Netherlands,Iceland,4,0,Friendly,Rotterdam,Netherlands,FALSE
10/06/24,Poland,Turkey,2,1,Friendly,Warsaw,Poland,FALSE
10/06/24,Guinea-Bissau,Egypt,1,1,FIFA World Cup qualification,Bissau,Guinea-Bissau,FALSE
10/06/24,Burkina Faso,Sierra Leone,2,2,FIFA World Cup qualification,Bamako,Mali,TRUE
10/06/24,Benin,Nigeria,2,1,FIFA World Cup qualification,Abidjan,Ivory Coast,TRUE
10/06/24,Somalia,Botswana,1,3,FIFA World Cup qualification,Maputo,Mozambique,TRUE
10/06/24,Uganda,Algeria,1,2,FIFA World Cup qualification,Kira,Uganda,FALSE
10/06/24,Guinea,Mozambique,0,1,FIFA World Cup qualification,El Jadida,Morocco,TRUE
10/06/24,Equatorial Guinea,Malawi,1,0,FIFA World Cup qualification,Malabo,Equatorial Guinea,FALSE
10/06/24,Ghana,Central African Republic,4,3,FIFA World Cup qualification,Kumasi,Ghana,FALSE
11/06/24,Latvia,Faroe Islands,1,0,Baltic Cup,Liepāja,Latvia,FALSE
11/06/24,Lithuania,Estonia,1,1,Baltic Cup,Kaunas,Lithuania,FALSE
11/06/24,Brunei,Sri Lanka,1,0,Friendly,Bandar Seri Begawan,Brunei,FALSE
11/06/24,Andorra,Northern Ireland,0,2,Friendly,Murcia,Spain,TRUE
11/06/24,Azerbaijan,Kazakhstan,3,2,Friendly,Szombathely,Hungary,TRUE
11/06/24,Chile,Paraguay,3,0,Friendly,Santiago,Chile,FALSE
11/06/24,Greece,Malta,2,0,Friendly,Grödig,Austria,TRUE
11/06/24,Israel,Belarus,4,0,Friendly,Budapest,Hungary,TRUE
11/06/24,Moldova,Ukraine,0,4,Friendly,Chișinău,Moldova,FALSE
11/06/24,Mongolia,Cambodia,2,1,Friendly,Ulaanbaatar,Mongolia,FALSE
11/06/24,Portugal,Republic of Ireland,3,0,Friendly,Aveiro,Portugal,FALSE
11/06/24,San Marino,Cyprus,1,4,Friendly,Serravalle,San Marino,FALSE
11/06/24,South Sudan,Sudan,0,3,FIFA World Cup qualification,Juba,South Sudan,FALSE
11/06/24,Lesotho,Rwanda,0,1,FIFA World Cup qualification,Durban,South Africa,TRUE
11/06/24,South Africa,Zimbabwe,3,1,FIFA World Cup qualification,Bloemfontein,South Africa,FALSE
11/06/24,Cape Verde,Libya,1,0,FIFA World Cup qualification,Praia,Cape Verde,FALSE
11/06/24,Mauritius,Eswatini,2,1,FIFA World Cup qualification,Saint Pierre,Mauritius,FALSE
11/06/24,Angola,Cameroon,1,1,FIFA World Cup qualification,Luanda,Angola,FALSE
11/06/24,Zambia,Tanzania,0,1,FIFA World Cup qualification,Ndola,Zambia,FALSE
11/06/24,Morocco,Congo,6,0,FIFA World Cup qualification,Agadir,Morocco,FALSE
11/06/24,Kenya,Ivory Coast,0,0,FIFA World Cup qualification,Lilongwe,Malawi,TRUE
11/06/24,Gabon,Gambia,3,2,FIFA World Cup qualification,Franceville,Gabon,FALSE
11/06/24,Seychelles,Burundi,1,3,FIFA World Cup qualification,Berkane,Morocco,TRUE
11/06/24,Madagascar,Mali,0,0,FIFA World Cup qualification,Johannesburg,South Africa,TRUE
11/06/24,Chad,Comoros,0,2,FIFA World Cup qualification,Oujda,Morocco,TRUE
11/06/24,Kuwait,Afghanistan,1,0,FIFA World Cup qualification,Kuwait City,Kuwait,FALSE
11/06/24,Qatar,India,2,1,FIFA World Cup qualification,Al Rayyan,Qatar,FALSE
11/06/24,Japan,Syria,5,0,FIFA World Cup qualification,Hiroshima,Japan,FALSE
11/06/24,North Korea,Myanmar,4,1,FIFA World Cup qualification,Vientiane,Laos,TRUE
11/06/24,Thailand,Singapore,3,1,FIFA World Cup qualification,Bangkok,Thailand,FALSE
11/06/24,South Korea,China PR,1,0,FIFA World Cup qualification,Seoul,South Korea,FALSE
11/06/24,Oman,Kyrgyzstan,1,1,FIFA World Cup qualification,Muscat,Oman,FALSE
11/06/24,Malaysia,Taiwan,3,1,FIFA World Cup qualification,Kuala Lumpur,Malaysia,FALSE
11/06/24,Turkmenistan,Hong Kong,0,0,FIFA World Cup qualification,Ashgabat,Turkmenistan,FALSE
11/06/24,Iran,Uzbekistan,0,0,FIFA World Cup qualification,Tehran,Iran,FALSE
11/06/24,Indonesia,Philippines,2,0,FIFA World Cup qualification,Jakarta,Indonesia,FALSE
11/06/24,Iraq,Vietnam,3,1,FIFA World Cup qualification,Basra,Iraq,FALSE
11/06/24,Tajikistan,Pakistan,3,0,FIFA World Cup qualification,Dushanbe,Tajikistan,FALSE
11/06/24,Saudi Arabia,Jordan,1,2,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE
11/06/24,United Arab Emirates,Bahrain,1,1,FIFA World Cup qualification,Dubai,United Arab Emirates,FALSE
11/06/24,Yemen,Nepal,2,2,FIFA World Cup qualification,Dammam,Saudi Arabia,TRUE
11/06/24,Lebanon,Bangladesh,4,0,FIFA World Cup qualification,Al Rayyan,Qatar,TRUE
11/06/24,Australia,Palestine,5,0,FIFA World Cup qualification,Perth,Australia,FALSE
11/06/24,Cuba,Cayman Islands,3,0,FIFA World Cup qualification,Santiago,Cuba,FALSE
11/06/24,Saint Kitts and Nevis,Bahamas,1,0,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,FALSE
11/06/24,Saint Lucia,Aruba,2,2,FIFA World Cup qualification,Bridgetown,Barbados,TRUE
11/06/24,Guyana,Belize,3,1,FIFA World Cup qualification,Bridgetown,Barbados,TRUE
11/06/24,Dominican Republic,British Virgin Islands,4,0,FIFA World Cup qualification,San Cristóbal,Dominican Republic,FALSE
11/06/24,Puerto Rico,Anguilla,8,0,FIFA World Cup qualification,Bayamón,Puerto Rico,FALSE
12/06/24,Ecuador,Bolivia,3,1,Friendly,Chester,United States,TRUE
12/06/24,United States,Brazil,1,1,Friendly,Orlando,United States,FALSE
14/06/24,Germany,Scotland,5,1,UEFA Euro,Munich,Germany,FALSE
14/06/24,Argentina,Guatemala,4,1,Friendly,Landover,United States,TRUE
14/06/24,El Salvador,Peru,0,1,Friendly,Philadelphia,United States,TRUE
15/06/24,Hungary,Switzerland,1,3,UEFA Euro,Cologne,Germany,TRUE
15/06/24,Spain,Croatia,3,0,UEFA Euro,Berlin,Germany,TRUE
15/06/24,Italy,Albania,2,1,UEFA Euro,Dortmund,Germany,TRUE
15/06/24,Colombia,Bolivia,3,0,Friendly,Denver,United States,TRUE
